record_id,date,department,description,cluster,semantic_cluster,problem_category,week
OP0431,2026-08-06,Database,applications intermittently fail when accessing stored data during remote access. several users have described similar behavior.,9,7,Network & VPN,2026-08-03
OP0320,2026-08-06,DevOps,deployment jobs are waiting unusually long for resources during the afternoon. the problem is causing delays for routine work.,2,6,Deployment & CI,2026-08-03
OP0912,2026-08-06,Product,the new navigation is causing repeated user complaints during the morning. employees say the issue is becoming more frequent.,1,1,Product & UI Usability,2026-08-03
OP0153,2026-08-07,Communication,employees are receiving conflicting instructions after a recent update. the problem has occurred repeatedly this week.,7,9,Internal Communication,2026-08-03
OP0780,2026-08-07,DevOps,build failures are blocking scheduled releases when workload increases. the issue was reported by several employees.,5,6,Deployment & CI,2026-08-03
OP0492,2026-08-07,IT,employees cannot reliably connect to the corporate network near the end of the workday. the problem is causing delays for routine work.,2,7,Network & VPN,2026-08-03
OP0797,2026-08-07,DevOps,build failures are blocking scheduled releases during the morning. the team says it is affecting productivity.,5,6,Deployment & CI,2026-08-03
OP0166,2026-08-07,IT,network access becomes slow during peak hours during normal business hours. the team has requested investigation.,6,7,Network & VPN,2026-08-03
OP0579,2026-08-07,DevOps,release automation is generating repeated errors after a recent update. the issue was reported by several employees.,4,6,Deployment & CI,2026-08-03
OP0390,2026-08-07,Database,application requests experience database timeouts during the morning. the problem has occurred repeatedly this week.,7,0,Database & Performance,2026-08-03
OP0713,2026-08-07,DevOps,deployment pipeline fails after recent code changes during peak usage. the issue was noticed during normal operations.,4,6,Deployment & CI,2026-08-03
OP0762,2026-08-07,Product,recent ui changes have increased support requests during peak usage. the team says it is affecting productivity.,5,1,Product & UI Usability,2026-08-03
OP0434,2026-08-07,Facilities,meeting-space bookings are frequently causing scheduling conflicts during peak usage. the team has requested investigation.,7,8,Meeting Room Management,2026-08-03
OP0446,2026-08-07,Product,customers report that important controls are difficult to locate during the afternoon. several users have described similar behavior.,3,1,Product & UI Usability,2026-08-03
OP0892,2026-08-07,HR,internal approval workflows are causing delays after a recent update. the issue became noticeable after a recent change.,2,2,Employee Approvals,2026-08-03
OP0146,2026-08-07,Operations,inventory records are becoming inconsistent across systems during the afternoon. the issue was reported by several employees.,4,5,Inventory & Synchronization,2026-08-03
OP0881,2026-08-07,Operations,warehouse data is arriving later than expected during the afternoon. the problem is causing delays for routine work.,2,5,Inventory & Synchronization,2026-08-03
OP0026,2026-08-07,Customer Support,users are unable to complete transactions after entering payment details during the afternoon. the problem is still occurring.,4,4,Payments & Checkout,2026-08-03
OP0342,2026-08-07,DevOps,deployment jobs are waiting unusually long for resources during the morning. the team has requested investigation.,4,6,Deployment & CI,2026-08-03
OP0276,2026-08-07,Customer Support,users cannot reliably complete the checkout process when workload increases. the team says it is affecting productivity.,8,4,Payments & Checkout,2026-08-03
OP0672,2026-08-07,Operations,stock information is frequently out of date after a recent update. the issue was reported by several employees.,4,5,Inventory & Synchronization,2026-08-03
OP0365,2026-08-08,Security,several users noticed authentication events they do not recognize when workload increases. the problem has occurred repeatedly this week.,4,3,Security & Authentication,2026-08-03
OP0096,2026-08-08,Customer Support,customers receive errors while completing purchases during the morning. the problem is causing delays for routine work.,0,4,Payments & Checkout,2026-08-03
OP0539,2026-08-08,Operations,warehouse records take too long to synchronize during peak usage. the issue became noticeable after a recent change.,4,5,Inventory & Synchronization,2026-08-03
OP0232,2026-08-08,DevOps,build jobs are taking unusually long to complete during the morning. the issue was reported by several employees.,4,6,Deployment & CI,2026-08-03
OP0407,2026-08-08,Communication,employees are receiving conflicting instructions near the end of the workday. the team says it is affecting productivity.,7,9,Internal Communication,2026-08-03
OP0116,2026-08-08,Facilities,room availability does not match the booking system during remote access. the issue was reported by several employees.,4,8,Meeting Room Management,2026-08-03
OP0819,2026-08-08,Product,users are having difficulty completing common tasks after the update during the afternoon. the issue was reported by several employees.,4,9,Internal Communication,2026-08-03
OP0570,2026-08-08,Security,accounts are generating unexpected security alerts during peak usage. the team has requested investigation.,7,3,Security & Authentication,2026-08-03
OP0968,2026-08-08,Product,customers report that important controls are difficult to locate during normal business hours. the problem is still occurring.,3,1,Product & UI Usability,2026-08-03
OP0028,2026-08-08,Product,the redesigned interface is increasing task completion time during the afternoon. the team says it is affecting productivity.,5,1,Product & UI Usability,2026-08-03
OP0383,2026-08-08,Operations,warehouse data is arriving later than expected when workload increases. the problem is causing delays for routine work.,2,5,Inventory & Synchronization,2026-08-03
OP0583,2026-08-08,Database,several services are losing their database connections after a recent update. the problem has occurred repeatedly this week.,7,0,Database & Performance,2026-08-03
OP0736,2026-08-08,Customer Support,online payment attempts sometimes fail unexpectedly during remote access. the issue was reported by several employees.,9,4,Payments & Checkout,2026-08-03
OP0603,2026-08-08,IT,network access becomes slow during peak hours during peak usage. the issue was noticed during normal operations.,6,7,Network & VPN,2026-08-03
OP0443,2026-08-08,Operations,inventory records are becoming inconsistent across systems during remote access. several users have described similar behavior.,4,5,Inventory & Synchronization,2026-08-03
OP0722,2026-08-08,Operations,stock changes are missing from the dashboard during normal business hours. the issue was noticed during normal operations.,4,5,Inventory & Synchronization,2026-08-03
OP0132,2026-08-08,DevOps,release automation is generating repeated errors during the afternoon. the issue was noticed during normal operations.,4,6,Deployment & CI,2026-08-03
OP0661,2026-08-08,Database,database response time becomes slow during peak usage during the morning. the issue became noticeable after a recent change.,6,0,Database & Performance,2026-08-03
OP0558,2026-08-09,DevOps,deployment pipeline fails after recent code changes during remote access. the team says it is affecting productivity.,4,6,Deployment & CI,2026-08-03
